geneID	anr1_(Pae_G1a)_2.CEL	anr2_(Pae_G1a).CEL	anr3_(Pae_G1a).CEL	WT1_(Pae_G1a).CEL	WT2_(Pae_G1a).CEL	WT3_(Pae_G1a).CEL
PA1653	6.5232376081427255	6.530040594935611	6.613811086617085	6.825538115632027	6.384443902526655	6.502547294354625
PA1654	8.43114923177264	8.511502944689886	8.436353455452352	9.066979937930592	8.93976642979361	8.760221516937118
PA1655	7.336710320752772	7.304054223572172	7.112262941228272	7.575024803472884	7.272114891419914	7.089929923000194
PA1656	6.75732041405265	7.208700481842756	6.755865219999107	8.78488233278245	8.772631270834168	8.307645394348405
PA1657	6.172658733161467	6.410547837613942	6.116635752594761	8.269775161406788	8.260153551805683	8.105879346870285
PA1658	6.369811916453982	6.366162446345554	6.37052261434339	8.069845886687013	8.624552594979782	8.169427266082284
PA1659	5.778729567340369	5.976137835001854	5.796534417363916	7.408535011057518	7.651300166126364	7.344436917594104
PA1660	5.484155671193161	5.528386740111209	5.551046700945397	6.104762824144424	6.210241109474927	6.161841025082098
PA1661	5.712467036720222	5.821648386867391	5.869961915537081	6.513290244786078	6.778587200049764	6.550513913602014
PA1662	5.933279018146857	5.924450148276634	6.064886429224679	6.988312601727723	6.932968345774915	6.977288128654953
PA1663	6.583142877147041	6.618201374398415	6.701715903502999	7.5915241304761185	7.641422605453593	7.735406595637924
PA1664	4.796273503181338	4.882876041049034	4.908260910608389	5.369637725700123	5.134698132292544	5.063965402366149
PA1665	5.771533973137162	5.817107509158735	5.65215063817965	6.4628831076434174	7.0060959554888775	7.055419501073432
PA1666	5.878761444466477	5.963635970761869	5.994541397661104	6.989359601281453	6.67036236593068	6.691054455972656
PA1667	6.476662433374717	6.590913011244465	6.41343077856818	7.526052176552432	7.74758663646737	7.668963008375542
PA1668	5.5724688916480005	5.475279251196553	5.5050856908724235	6.191009999137281	6.254913152096202	6.188726489919121
PA1669	5.9894791562261815	5.986088151742836	5.778414924597609	6.763591883628771	6.7884675794632745	6.77663756808605
PA1670	5.6346199801641514	5.650438502376403	5.799737375260886	6.3825802491536905	6.356544258109821	6.137399649761408
PA1671	5.987851935849142	5.940033575414894	6.097583069876135	6.853801552226348	6.396147992001582	6.5681670517636395
PA1672	6.3732814308031935	6.338098285706839	6.295615703554714	6.164149135883766	6.285496754325881	6.0565087039764
PA1673	6.056006151877653	5.968358704532355	5.811835925415445	6.558683374979088	6.105438792654301	6.077207684975083
PA1674	8.589757308465712	8.548432602721801	8.64456925785571	7.05327016581739	7.564495283449571	7.343861436192474
PA1675	7.723288871377926	7.66580120721782	7.510459690454853	7.145131811966431	7.129107668657118	7.5233504123888295
PA1676	6.807902368892533	6.7169364973400665	6.7541810608810575	6.570915630114186	6.697999739503398	6.582318942869344
PA1677	9.153337749834588	9.139346495393529	9.022339871135474	8.417018857374579	8.48763353071418	8.61664739081115
PA1678	7.715166882710147	7.746508812781582	7.786511069142847	8.145535367912892	7.829201252775735	7.881254454569467
PA1679	8.085023281238742	8.001312084451683	7.919909246734762	8.281936021419881	8.363796094813907	8.014736709986988
PA1680	7.0536805816816335	7.23349216092435	7.159608901715254	7.006788264758765	7.026711476578239	7.142082456578805
PA1681	8.659349177814793	8.61048890304002	8.689262185905282	8.666767349427491	8.617786589078968	8.78343585630873
PA1682	6.749209127596798	6.781660747060981	6.702504878326938	6.65822910672779	6.745092247950483	6.865614237674233
PA1683	8.273286700110026	8.103537932358034	8.211871221915406	8.04739092696505	7.946653265886186	8.008085027690067
PA1684	9.195252677134311	9.040641958008196	9.024693136498172	9.17917489151574	9.291427140172383	9.121205457625015
PA1685	7.989136730275344	7.893649985100174	8.032145527671972	7.2458432203302054	7.782227515445897	8.004877332744751
PA1686	7.755482404161521	7.826045441375109	7.6705861948512855	7.609070172755551	7.617101285692815	7.71283404502757
PA1687	7.046553028506892	7.011616910081722	7.109616668534203	6.612843625732529	6.583281263906683	6.452878498943784
PA1688	9.20020614960139	9.2974772400364	9.329873089209956	8.272792466712353	8.651760319972688	8.838732671076395
PA1689	9.24438475171755	9.052202329718135	9.223732193718433	8.38470439411971	8.72051476236352	8.870241146031166
PA1690	5.50034368237281	5.644594885047912	5.578709335387735	6.101429828357963	5.6778381161836835	5.560550186278787
PA1691	5.515928794392313	5.759456821493857	5.616803930371916	5.576791013514176	5.676360062235819	5.593479330180224
PA1692	6.502825118053915	6.896773904526549	6.415933635469992	6.532835712803559	6.3574503772833175	6.60422519194463
PA1693	6.4305653538344005	6.605715532514531	6.321307950482465	6.881004353225682	6.476482848088106	6.719181013085447
PA1694	6.408227098227792	6.527085524392843	6.382260701665588	6.689605823041774	6.735910786236277	6.7979995406110625
PA1695	6.254044326126344	6.360226190180491	5.909858404571688	6.725577850513444	6.602328402343571	6.3687017718769
PA1696	5.330823946827357	5.472330927503956	5.301701840231223	5.353973670270528	5.482644920855957	5.6072804287235565
PA1697	6.320577575218276	6.473101799683296	6.447858635384457	6.894833485320227	6.747275730037524	6.971692241181319
PA1698	5.317565973790737	5.45987728250813	5.450928168640944	5.762489180534865	6.014538717946142	5.874259405504652
PA1699	5.310962833970425	5.430538564819424	5.32296204615722	5.749365024818204	5.662653912362458	5.4278979440310895
PA1700	5.459172663879514	5.583862784447376	5.59652166358494	6.032116422719495	5.63999955104037	5.863094207134751
PA1701	5.906102697314266	6.3364171259552755	5.967834908619704	6.286653826554806	5.772458728462286	6.293586101372458
PA1702	5.393771906287353	5.540346939497939	5.469979269048457	5.979509737142539	5.934919951177333	5.7379938366616825
PA1703	6.075877268208413	6.142914591844954	6.044850688951828	6.6861373915281375	6.167910013756925	6.40375339672153
PA1704	5.591375235316385	5.628606044534881	5.800220761869822	6.043920137583964	5.898691078867058	6.029674098997174
PA1705	6.086382466821075	6.279552351510738	6.043262431861436	6.3029441464683735	6.128748963124933	6.2295257761115295
PA1706	5.884437088575811	6.0292072284142675	5.699438341434698	7.0101389421336044	6.681080579347758	6.485653511159963
PA1707	5.572946471839237	6.096657215223182	5.433667379488659	6.3966018532284705	6.2555888655819905	6.099008115375039
PA1708	6.906084323834009	7.28458248229277	6.89695925315228	8.202996417748526	8.040800842228325	8.025936131965528
PA1709	6.174880016573848	6.513783333993675	6.063432642550471	7.219898182980147	7.286218290332927	7.171421268029394
PA1710	6.940588971443767	7.3412973994136355	7.043774582819118	7.319696940984503	7.430308068301607	7.566816744422833
PA1711	6.978601577877785	7.40229279901322	7.138357992465143	8.368241920065737	7.829140105558178	7.937540533882463
PA1712	5.938066107294057	6.399016909026123	6.092025513695928	6.63837186486741	6.322273928563714	6.536519416167082
PA1713	6.811134384735029	7.53496469330617	6.5737388255198255	8.329271488453822	8.029466692545213	7.4670700425052825
PA1714	7.905971064453881	8.325464709476458	7.998156812299752	8.737080260540278	8.42965826625867	8.370348004422103
PA1715	5.651486548967225	6.276781296523353	5.823853377338117	6.648772697637666	6.424468114407846	6.022432051827238
PA1716	6.8342102983861075	7.244093328097879	6.768316719078523	7.864262199780547	7.31608068445365	7.189652103895999
PA1717	6.72880565250043	7.112247902688687	6.611241155631762	7.361090371021794	7.1000432538599565	7.166025439221712
PA1718	7.549963208039604	8.3098749400668	7.284057843355265	7.840273562712369	8.036131147646595	7.821276394464899
PA1719	6.619498271293248	7.032709181478281	6.578903531489637	7.897717875380188	7.4521164698039994	6.93135945824509
PA1720	6.1407990512585995	6.562986112469719	6.082465575350931	7.440564881391241	7.1390441115030345	6.926636905901976
PA1721	6.86848290368323	7.102163390812235	6.656667566919376	7.525485064493273	7.424345167010395	7.322739199890407
PA1722	7.081552891025836	7.7742838404396695	7.067003013138053	8.408791502540595	7.747356831060514	7.709402825896104
PA1723	6.6182366026076425	7.203961294875542	6.690262299126571	7.7533966903460865	7.312399045077183	7.151992619471125
PA1724	5.976356827947969	6.3947976052587965	5.9394774959476955	6.44793161021855	6.1753940034475665	6.532155682925598
PA1725	5.508569884681432	5.939951075788157	5.821188578502227	6.421291944675366	6.162740141405852	6.065703363429568
PA1726	8.977571656672524	8.973062417293892	9.14189151389886	8.899511696051796	9.098771054545885	9.184271671198244
PA1727	7.188008987214001	7.201644381621639	7.301486592902636	7.0578656013314225	6.905509597606849	7.064034757615312
PA1728	7.380864444449956	7.215778212859891	7.298013187183074	7.093756589588504	7.596898324924289	7.328192451534495
PA1729	7.2231691322809795	7.075300873468606	7.243478286927658	7.479652937186501	7.896693897505912	7.444785218659746
PA1730	7.590861074587024	6.96405117366573	7.04077754789775	7.662645399106899	7.812452560578856	7.161172922203341
PA1731	7.112490739802565	6.7601295732889675	7.0472367333401635	7.576711000787334	7.3987353966854315	6.778176655969464
PA1732	7.596821405289856	7.300393563901057	7.449422998802471	7.981267183779394	7.612092418980631	7.009903438009266
PA1733	7.665211339214511	7.387284651167383	7.621688362531226	8.182365703098103	7.935911497337922	7.3016244016037986
PA1734	7.348496130633561	7.177973153303857	7.5068776621773585	7.043081258027497	6.910062222178908	7.175635609275281
PA1735	5.699585433120137	5.620865062100426	5.603086204667022	5.929722541676577	5.852273048109664	5.808304191891763
PA1736	6.035029361141173	6.133120337041672	6.043381854143447	6.025448114932659	5.869648969183203	6.058546766862678
PA1737	6.280181331490341	6.408404229971713	6.320990399739781	6.54352704318171	6.487394536283151	6.279242159440417
PA1738	7.161436089462688	7.051211004006596	7.087632934551625	7.379502314043326	6.981222297232549	7.02260972540044
